268384,Thoracolumbosacral spina bifida aperta
2855,Perrault syndrome
2854,Fuhrmann syndrome
268388,Lumbosacral spina bifida aperta
268392,Cervical spina bifida aperta
708,Peters anomaly
268397,Cervicothoracic spina bifida aperta
2850,Alopecia-intellectual disability syndrome
268377,Total spina bifida aperta
268114,RAS-associated autoimmune leukoproliferative disease
268129,Spheroid body myopathy
2822,Autosomal recessive spastic paraplegia type 11
268261,DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion
2836,PEHO syndrome
268162,Intermediate maple syrup urine disease
268145,Classic maple syrup urine disease
268184,Thiamine-responsive maple syrup urine disease
2833,Stiff skin syndrome
268173,Intermittent maple syrup urine disease
2834,Wrinkly skin syndrome
2969,Proteus-like syndrome
750,Pseudoachondroplasia
1848,"Renal agenesis, bilateral"
2950,Triphalangeal thumb-polysyndactyly syndrome
740,Hutchinson-Gilford progeria syndrome
2957,Guttmacher syndrome
2924,Isolated polycystic liver disease
2896,Pitt-Hopkins syndrome
2899,Brachyolmia-amelogenesis imperfecta syndrome
2907,"Hereditary acrokeratotic poikiloderma, Weary type"
264580,Glycogen storage disease due to liver phosphorylase kinase deficiency
264675,Hereditary pulmonary alveolar proteinosis
2919,Orofaciodigital syndrome type 5
3377,Trismus-pseudocamptodactyly syndrome
275777,Heritable pulmonary arterial hypertension
275786,Drug- or toxin-induced pulmonary arterial hypertension
275798,Pulmonary arterial hypertension associated with connective tissue disease
3363,Trichomegaly-retina pigmentary degeneration-dwarfism syndrome
3366,Isolated trigonocephaly
276145,Malignant epithelial tumor of salivary glands
3412,VACTERL with hydrocephalus
276152,Multiple endocrine neoplasia type 4
276066,Bile acid CoA ligase deficiency and defective amidation
275872,Frontotemporal dementia with motor neuron disease
3384,Truncus arteriosus
275864,Behavioral variant of frontotemporal dementia
3332,Hypoplastic tibiae-postaxial polydactyly syndrome
3329,Tibial aplasia-ectrodactyly syndrome
3323,Thrombocytopenia-Robin sequence syndrome
3322,Hoyeraal-Hreidarsson syndrome
275555,Preeclampsia
275534,Myostatin-related muscle hypertrophy
275517,Autoimmune lymphoproliferative syndrome with recurrent viral infections
3352,Tricho-dento-osseous syndrome
3342,Arterial tortuosity syndrome
3339,Toriello-Lacassie-Droste syndrome
3338,Toriello-Carey syndrome
3472,Yunis-Varon syndrome
3319,Congenital amegakaryocytic thrombocytopenia
3473,Zimmermann-Laband syndrome
3459,Wilson-Turner syndrome
3460,Torg-Winchester syndrome
3464,Woodhouse-Sakati syndrome
2995,Baraitser-Winter cerebrofrontofacial syndrome
1827,Acromelic frontonasal dysplasia
268973,Isolated focal cortical dysplasia type Ia
269008,Isolated focal cortical dysplasia type IIb
269001,Isolated focal cortical dysplasia type IIa
2460,Van den Ende-Gupta syndrome
3416,Hyperostosis corticalis generalisata
3450,Weissenbacher- Zweymuller syndrome
3453,Autoimmune polyendocrinopathy type 1
3449,Weill-Marchesani syndrome
3454,Intellectual disability-developmental delay-contractures syndrome
269510,Congenital non-communicating hydrocephalus
269505,Congenital communicating hydrocephalus
269215,Isolated Dandy-Walker malformation without hydrocephalus
269212,Isolated Dandy-Walker malformation with hydrocephalus
1856,Spondyloperipheral dysplasia-short ulna syndrome
280333,Autosomal recessive limb-girdle muscular dystrophy type 2P
280325,Distal monosomy 12p
280293,Pelizaeus-Merzbacher-like disease due to AIMP1 mutation
280288,Pelizaeus-Merzbacher-like disease due to HSPD1 mutation
280365,Autosomal semi-dominant severe lipodystrophic laminopathy
3197,Hereditary hyperekplexia
280356,PLIN1-related familial partial lipodystrophy
3193,Supravalvular aortic stenosis
280406,Familial steroid-resistant nephrotic syndrome with sensorineural deafness
280384,Recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome
280397,Familial Alzheimer-like prion disease
280576,Nestor-Guillermo progeria syndrome
3220,Deafness-enamel hypoplasia-nail defects syndrome
280586,"Chondrodysplasia with joint dislocations, gPAPP type"
3221,Generalized resistance to thyroid hormone
280553,Fatal infantile hypertonic myofibrillar myopathy
280558,Warsaw breakage syndrome
647,Nijmegen breakage syndrome
279943,Hereditary neutrophilia
279934,"Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency"
3152,Sclerosteosis
280142,Severe combined immunodeficiency due to LCK deficiency
280133,Complement component 3 deficiency
3163,SHORT syndrome
1479,Atrial septal defect-atrioventricular conduction defects syndrome
3156,Senior-Loken syndrome
280071,ALG11-CDG
3157,Septo-optic dysplasia spectrum
280210,"Pelizaeus-Merzbacher disease, connatal form"
280219,"Pelizaeus-Merzbacher disease, classic form"
280200,Microform holoprosencephaly
3175,X-linked spasticity-intellectual disability-epilepsy syndrome
280195,Septopreoptic holoprosencephaly
280183,Methylmalonic aciduria due to transcobalamin receptor defect
280282,Pelizaeus-Merzbacher-like disease due to GJC2 mutation
280234,Null syndrome
1855,Spondyloenchondrodysplasia
280224,"Pelizaeus-Merzbacher disease, transitional form"
1797,Autosomal dominant spondylocostal dysostosis
280229,Pelizaeus-Merzbacher disease in female carriers
276580,Autosomal dominant hyperinsulinism due to Kir6.2 deficiency
3258,Cenani-Lenz syndrome
276575,Autosomal dominant hyperinsulinism due to SUR1 deficiency
276598,Diazoxide-resistant focal hyperinsulinism due to SUR1 deficiency
276603,Diazoxide-resistant focal hyperinsulinism due to Kir6.2 deficiency
3267,Familial lambdoid synostosis
276624,Sporadic pheochromocytoma
276630,Symptomatic form of Coffin-Lowry syndrome in female carriers
276627,Sporadic secreting paraganglioma
3275,Spondylocarpotarsal synostosis
425,Apolipoprotein A-I deficiency
3301,Tetraamelia-multiple malformations syndrome
276198,Spinocerebellar ataxia type 36
3226,Deafness-lymphedema-leukemia syndrome
276193,Spinocerebellar ataxia type 35
276183,Spinocerebellar ataxia type 32
276238,Machado-Joseph disease type 1
276234,Non-syndromic male infertility due to sperm motility disorder
276223,"Mucopolysaccharidosis type 6, slowly progressing"
276212,"Mucopolysaccharidosis type 6, rapidly progressing"
276244,Machado-Joseph disease type 3
276241,Machado-Joseph disease type 2
276280,Hemihyperplasia-multiple lipomatosis syndrome
276399,Familial multinodular goiter
3238,Cardiospondylocarpofacial syndrome
3237,Multiple synostoses syndrome
276405,Hyperbiliverdinemia
3250,Proximal symphalangism
276556,Hyperinsulinism due to UCP2 deficiency
3255,Filippi syndrome
276432,Ogden syndrome
276435,Lower motor neuron syndrome with late-adult onset
3253,Zlotogora-Ogur syndrome
911,Combined immunodeficiency due to ZAP70 deficiency
746,Mitochondrial trifunctional protein deficiency
943,Malonic aciduria
621,Hereditary methemoglobinemia
2089,Glycogen storage disease due to hepatic glycogen synthase deficiency
412,Hyperlipoproteinemia type 3
743,Severe hereditary thrombophilia due to congenital protein S deficiency
424,Familial hyperthyroidism due to mutations in TSH receptor
325,Congenital factor II deficiency
343,Hyperimmunoglobulinemia D with periodic fever
572,Immunodeficiency by defective expression of HLA class 2
1930,Herpes simplex virus encephalitis
158,Systemic primary carnitine deficiency
2056,Essential fructosuria
206436,Infantile Krabbe disease
820,Sneddon syndrome
1945,Rolandic epilepsy
440,Familial hypospadias
832,Succinyl-CoA:3-ketoacid CoA transferase deficiency
6,3-methylcrotonyl-CoA carboxylase deficiency
20,3-hydroxy-3-methylglutaric aciduria
714,Hemolytic anemia due to diphosphoglycerate mutase deficiency
712,Hemolytic anemia due to glucophosphate isomerase deficiency
206546,Symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers
206554,Autosomal recessive limb-girdle muscular dystrophy type 2M
206549,Autosomal recessive limb-girdle muscular dystrophy type 2L
206564,Autosomal recessive limb-girdle muscular dystrophy type 2O
206559,Autosomal recessive limb-girdle muscular dystrophy type 2N
206580,Autosomal recessive lower motor neuron disease with childhood onset
206443,Late-infantile/juvenile Krabbe disease
206448,Adult Krabbe disease
2680,Hypomyelination neuropathy-arthrogryposis syndrome
633,Laron syndrome
478,Kallmann syndrome
822,Hereditary spherocytosis
910,Xeroderma pigmentosum
229,Familial aortic dissection
777,X-linked non-syndromic intellectual disability
766,Hemolytic anemia due to red cell pyruvate kinase deficiency
206599,Isolated asymptomatic elevation of creatine phosphokinase
3206,Stüve-Wiedemann syndrome
206583,Adult polyglucosan body disease
65,Leber congenital amaurosis
321,Multiple osteochondromas
144,Lynch syndrome
110,Bardet-Biedl syndrome
3095,Atypical Rett syndrome
1114,Aplasia cutis congenita
208513,Spinocerebellar ataxia type 29
3051,Intellectual disability-sparse hair-brachydactyly syndrome
208447,Bilateral generalized polymicrogyria
208441,Bilateral parasagittal parieto-occipital polymicrogyria
2963,"Progeroid syndrome, Petty type"
1541,"Craniosynostosis, Boston type"
2151,Hirschsprung disease-ganglioneuroblastoma syndrome
209335,Autosomal dominant adult-onset proximal spinal muscular atrophy
209341,Autosomal dominant childhood-onset proximal spinal muscular atrophy without contractures
210110,Intermediate osteopetrosis
210115,Sterile multifocal osteomyelitis with periostitis and pustulosis
209981,IRIDA syndrome
210122,Congenital alveolar capillary dysplasia
210128,Urocanic aciduria
2254,Pontocerebellar hypoplasia type 1
209951,Autosomal recessive spastic paraplegia type 18
209967,Episodic ataxia type 6
209908,Childhood apraxia of speech
209905,Brain-lung-thyroid syndrome
209902,Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency
209932,Cone dystrophy with supernormal rod response
209916,Extraskeletal myxoid chondrosarcoma
209370,Severe neonatal-onset encephalopathy with microcephaly
209886,Familial juvenile hyperuricemic nephropathy type 1
209867,Autosomal dominant rhegmatogenous retinal detachment
210571,Dystonia 16
3286,Catecholaminergic polymorphic ventricular tachycardia
210548,Macrocephaly-intellectual disability-autism syndrome
210159,Adult hepatocellular carcinoma
210163,"Congenital lethal myopathy, Compton-North type"
210141,Inherited congenital spastic tetraplegia
210144,"Lethal polymalformative syndrome, Boissel type"
1063,Tufted angioma
211067,Episodic ataxia type 5
211017,Spinocerebellar ataxia type 30
2122,Kaposiform hemangioendothelioma
2591,Infantile myofibromatosis
35,Propionic acidemia
663,Mitochondrial DNA-related progressive external ophthalmoplegia
220,Denys-Drash syndrome
5,Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency
25,Glutaryl-CoA dehydrogenase deficiency
618,Familial melanoma
818,Smith-Lemli-Opitz syndrome
213504,Adenocarcinoma of ovary
175,Cartilage-hair hypoplasia
42,Medium chain acyl-CoA dehydrogenase deficiency
213524,Hereditary site-specific ovarian cancer syndrome
2066,Gamma-aminobutyric acid transaminase deficiency
300,Bifunctional enzyme deficiency
860,Congenitally uncorrected transposition of the great arteries
213711,Endometrial stromal sarcoma
1572,Common variable immunodeficiency
3261,Autoimmune lymphoproliferative syndrome
2849,Perlman syndrome
2953,"Ehlers-Danlos syndrome, musculocontractural type"
782,Axenfeld-Rieger syndrome
216718,Isolated congenitally uncorrected transposition of the great arteries
216729,Congenitally uncorrected transposition of the great arteries with cardiac malformation
882,Tyrosinemia type 1
216796,Osteogenesis imperfecta type 1
216804,Osteogenesis imperfecta type 2
216812,Osteogenesis imperfecta type 3
216820,Osteogenesis imperfecta type 4
216828,Osteogenesis imperfecta type 5
3474,CHIME syndrome
216866,Classic pantothenate kinase-associated neurodegeneration
216873,Atypical pantothenate kinase-associated neurodegeneration
216972,"Niemann-Pick disease type C, severe perinatal form"
216978,"Niemann-Pick disease type C, late infantile neurologic onset"
361,Familial glucocorticoid deficiency
216975,"Niemann-Pick disease type C, severe early infantile neurologic onset"
216986,"Niemann-Pick disease type C, adult neurologic onset"
216981,"Niemann-Pick disease type C, juvenile neurologic onset"
2088,Glycogen storage disease due to GLUT2 deficiency
217012,Spinocerebellar ataxia type 31
217023,Atypical hemolytic-uremic syndrome with thrombomodulin anomaly
179,Birdshot chorioretinopathy
217266,BNAR syndrome
2584,Classic mycosis fungoides
217093,"Mucopolysaccharidosis type 2, attenuated form"
3162,Sézary syndrome
217085,"Mucopolysaccharidosis type 2, severe form"
217059,Isolated congenital digital clubbing
1451,CINCA syndrome
217055,Autosomal recessive intermediate Charcot-Marie-Tooth disease type A
217335,RIN2 syndrome
217330,REN-related autosomal dominant tubulointerstitial kidney disease
1171,Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
217566,Chronic respiratory distress with surfactant metabolism deficiency
217563,Neonatal acute respiratory distress due to SP-B deficiency
1864,Congenital valvular dysplasia
217407,Hereditary hypotrichosis with recurrent skin vesicles
217467,Hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency
217390,Combined immunodeficiency due to DOCK8 deficiency
217385,17p13.3 microduplication syndrome
217396,Progressive polyneuropathy with bilateral striatal necrosis
217371,Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins
217382,Neurodegenerative syndrome due to cerebral folate transport deficiency
217377,Microduplication Xp11.22p11.23 syndrome
217622,Sensorineural deafness with dilated cardiomyopathy
331,Congenital factor XIII deficiency
159,Carnitine-acylcarnitine translocase deficiency
79,Congenital alpha2-antiplasmin deficiency
2157,Histidinemia
220402,Limited cutaneous systemic sclerosis
220407,Limited systemic sclerosis
3124,Saccharopinuria
220386,Semilobar holoprosencephaly
2203,Hyperlysinemia
220393,Diffuse cutaneous systemic sclerosis
332,Congenital intrinsic factor deficiency
220436,Quebec platelet disorder
2195,Dicarboxylic aminoaciduria
220443,Bleeding diathesis due to thromboxane synthesis deficiency
2170,Methylcobalamin deficiency type cblG
220295,Xeroderma pigmentosum-Cockayne syndrome complex
414,Gyrate atrophy of choroid and retina
927,Hyperammonemia due to N-acetylglutamate synthase deficiency
2880,Phosphoenolpyruvate carboxykinase deficiency
220465,Laron syndrome with immunodeficiency
941,D-glyceric aciduria
2843,Pentosuria
220497,Joubert syndrome with renal defect
220493,Joubert syndrome with ocular defect
212,Cystathioninuria
470,Lysinuric protein intolerance
145,Hereditary breast and ovarian cancer syndrome
2965,Prolactinoma
538,Lymphangioleiomyomatosis
1578,Pterin-4 alpha-carbinolamine dehydratase deficiency
3208,Isolated succinate-CoQ reductase deficiency
24,Fumaric aciduria
1561,Fatal infantile cytochrome C oxidase deficiency
221016,Rothmund-Thomson syndrome type 2
1460,Isolated complex III deficiency
851,Paris-Trousseau thrombocytopenia
221043,Hereditary fibrosing poikiloderma-tendon contractures-myopathy-pulmonary fibrosis syndrome
221046,Poikiloderma with neutropenia
745,Severe hereditary thrombophilia due to congenital protein C deficiency
849,Glanzmann thrombasthenia
221061,Familial cerebral cavernous malformation
225154,Familial infantile bilateral striatal necrosis
225123,Hemochromatosis type 3
221126,Fowler syndrome
221139,Combined immunodeficiency with faciooculoskeletal anomalies
221145,"Cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies"
221150,Pitt-Hopkins-like syndrome
228003,Severe combined immunodeficiency due to CORO1A deficiency
228000,Idiopathic CD4 lymphocytopenia
842,Testicular seminomatous germ cell tumor
227976,"Autosomal recessive optic atrophy, OPA7 type"
227796,Fundus albipunctatus
228012,Progressive sensorineural hearing loss-hypertrophic cardiomyopathy syndrome
543,Burkitt lymphoma
319,Ewing sarcoma
227535,Hereditary breast cancer
668,Osteosarcoma
227510,"Multiple system atrophy, cerebellar type"
2030,Fibrosarcoma
2126,Solitary fibrous tumor
758,Pseudoxanthoma elasticum
419,Hyperprolinemia type 1
1501,Adrenocortical carcinoma
226316,Genetic transient congenital hypothyroidism
226307,Hypothyroidism due to deficient transcription factors involved in pituitary development or function
3148,Malignant peripheral nerve sheath tumor
3273,Synovial sarcoma
503,Larsen syndrome
2542,Isolated microphthalmia-anophthalmia-coloboma
2478,Megalencephalic leukoencephalopathy with subcortical cysts
3337,Primary Fanconi syndrome
223,Nephrogenic diabetes insipidus
228423,Monocytopenia with susceptibility to infections
521,Chronic myeloid leukemia
228415,5q35 microduplication syndrome
132,Butyrylcholinesterase deficiency
228426,Syndromic multisystem autoimmune disease due to Itch deficiency
2345,Isolated Klippel-Feil syndrome
1333,Familial pancreatic carcinoma
228387,Spondylo-megaepiphyseal-metaphyseal dysplasia
228390,Frontonasal dysplasia-alopecia-genital anomalies syndrome
228410,Polyvalvular heart disease syndrome
228402,2q23.1 microdeletion syndrome
228366,CLN7 disease
228363,CLN6 disease
228360,CLN5 disease
228384,5q14.3 microdeletion syndrome
228374,Charcot-Marie-Tooth disease type 2B5
228340,CLN4A disease
228337,CLN10 disease
228329,CLN1 disease
228354,CLN8 disease
228349,CLN2 disease
228346,CLN3 disease
228343,CLN4B disease
228302,"Carnitine palmitoyl transferase II deficiency, myopathic form"
228305,"Carnitine palmitoyl transferase II deficiency, severe infantile form"
228308,"Carnitine palmitoyl transferase II deficiency, neonatal form"
3203,Overhydrated hereditary stomatocytosis
3202,Dehydrated hereditary stomatocytosis
228140,"Idiopathic ventricular fibrillation, non Brugada type"
1018,X-linked diffuse leiomyomatosis-Alport syndrome
306,Benign familial infantile epilepsy
228174,Autosomal dominant Charcot-Marie-Tooth disease type 2N
328,Congenital factor X deficiency
228169,Autosomal dominant striatal neurodegeneration
2132,Hemoglobin C disease
2133,Hemoglobin E disease
288,Hereditary elliptocytosis
228179,Autosomal dominant Charcot-Marie-Tooth disease type 2M
231531,Hermansky-Pudlak syndrome type 7
231537,Hermansky-Pudlak syndrome type 8
231512,Hermansky-Pudlak syndrome without pulmonary fibrosis
256,Early-onset generalized limb-onset dystonia
231500,Hermansky-Pudlak syndrome with pulmonary fibrosis
2073,Narcolepsy type 1
231401,Alpha-thalassemia-myelodysplastic syndrome
231393,Beta-thalassemia-X-linked thrombocytopenia syndrome
231249,Hemoglobin E-beta-thalassemia syndrome
2197,Idiopathic hypercalciuria
231242,Hemoglobin C-beta-thalassemia syndrome
231237,Delta-beta-thalassemia
231226,Dominant beta-thalassemia
231222,Beta-thalassemia intermedia
231214,Beta-thalassemia major
2841,Familial benign chronic pemphigus
231183,Usher syndrome type 3
347,Frasier syndrome
231178,Usher syndrome type 2
2596,Myopathy and diabetes mellitus
231154,Combined immunodeficiency due to partial RAG1 deficiency
231160,Familial cerebral saccular aneurysm
2966,Properdin deficiency
231169,Usher syndrome type 1
231140,Silver-Russell syndrome due to an imprinting defect of 11p15
231144,Silver-Russell syndrome due to 11p15 microduplication
231120,Beckwith-Wiedemann syndrome due to CDKN1C mutation
231127,Beckwith-Wiedemann syndrome due to 11p15 microdeletion
231108,Familial rhabdoid tumor
231117,Beckwith-Wiedemann syndrome due to imprinting defect of 11p15
231040,Familial generalized lentiginosis
3318,Essential thrombocythemia
230857,Ehlers-Danlos/osteogenesis imperfecta syndrome
230851,"Ehlers-Danlos syndrome, cardiac valvular type"
82,Hereditary thrombophilia due to congenital antithrombin deficiency
230845,"Ehlers-Danlos syndrome, vascular-like type"
230839,Ehlers-Danlos syndrome due to tenascin-X deficiency
238269,AApoAII amyloidosis
238446,15q11q13 microduplication syndrome
238329,Severe X-linked mitochondrial encephalomyopathy
231568,Generalized dominant dystrophic epidermolysis bullosa
231671,Isolated growth hormone deficiency type IB
1900,"Ehlers-Danlos syndrome, kyphoscoliotic type"
231679,Isolated growth hormone deficiency type II
286,"Ehlers-Danlos syndrome, vascular type"
285,"Ehlers-Danlos syndrome, hypermobility type"
231662,Isolated growth hormone deficiency type IA
257,Epidermolysis bullosa simplex with muscular dystrophy
1901,"Ehlers-Danlos syndrome, dermatosparaxis type"
231720,Non-acquired combined pituitary hormone deficiency-sensorineural hearing loss-spine abnormalities syndrome
839,"Congenital nephrotic syndrome, Finnish type"
531,Miller-Dieker syndrome
1083,Microlissencephaly
452,X-linked lissencephaly with abnormal genitalia
238763,Glaucoma secondary to spherophakia/ectopia lentis and megalocornea
238722,Familial congenital mirror movements
238769,1q44 microdeletion syndrome
238505,Autosomal recessive lymphoproliferative disease
238475,Familial hypercholanemia
238455,Infantile dystonia-parkinsonism
238459,SLC35A1-CDG
238578,Familial clubfoot due to 17q23.1q23.2 microduplication
238557,Chuvash erythrocytosis
238569,Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome
238523,Atypical hypotonia-cystinuria syndrome
238613,Beckwith-Wiedemann syndrome due to NSD1 mutation
238670,Isolated thyrotropin-releasing hormone deficiency
240885,Irinotecan toxicity
240887,Isoniazid toxicity
240869,Efavirenz toxicity
240867,Codeine toxicity
240871,Flucloxacilline toxicity
240921,Voriconazole toxicity
240905,Raltegravir toxicity
240071,Classic progressive supranuclear palsy syndrome
240112,Progressive supranuclear palsy-progressive non-fluent aphasia syndrome
240103,Progressive supranuclear palsy-corticobasal syndrome
240094,Progressive supranuclear palsy-pure akinesia with gait freezing syndrome
240085,Progressive supranuclear palsy-parkinsonism syndrome
240863,Cisplatin toxicity
240839,5-fluorouracil toxicity
240841,Abacavir toxicity
240760,Nijmegen breakage syndrome-like disorder
240845,Allopurinol toxicity
241043,Tacrolimus dose selection
240947,Resistance to tamoxifene
240935,Resistance to clopidogrel
331226,Susceptibility to infection due to TYK2 deficiency
331176,Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
331187,Immunodeficiency due to MASP-2 deficiency
331190,Immunodeficiency due to ficolin3 deficiency
331206,Severe combined immunodeficiency due to complete RAG1/2 deficiency
330032,Hemoglobin Lepore-beta-thalassemia syndrome
330041,Hemoglobin M disease
330050,DNM1L-related encephalopathy due to mitochondrial and peroxisomal fission defect
330054,Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome
329802,5p13 microduplication syndrome
329475,Spastic paraplegia-Paget disease of bone syndrome
329481,Lipoprotein glomerulopathy
329478,Adult-onset distal myopathy due to VCP mutation
329931,C3 glomerulonephritis
329971,Generalized juvenile polyposis/juvenile polyposis coli
329967,Intermittent hydrarthrosis
329903,Immunoglobulin-mediated membranoproliferative glomerulonephritis
329308,Fatty acid hydroxylase-associated neurodegeneration
329314,Adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency
329319,Thrombocythemia with distal limb defects
329284,Beta-propeller protein-associated neurodegeneration
329457,Distal arthrogryposis type 5D
329466,"Autosomal dominant focal dystonia, DYT25 type"
329469,Acute megakaryoblastic leukemia without Down syndrome
329336,Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy
329228,Microcephalic primordial dwarfism due to ZNF335 deficiency
329224,Intellectual disability-craniofacial dysmorphism-cryptorchidism syndrome
329217,Cerebral sinovenous thrombosis
329211,Autosomal dominant neovascular inflammatory vitreoretinopathy
329195,Developmental delay with autism spectrum disorder and gait instability
329191,Tall stature-scoliosis-macrodactyly of the great toes syndrome
329178,Congenital muscular dystrophy with intellectual disability and severe epilepsy
329258,Autosomal dominant Charcot-Marie-Tooth disease type 2Q
329249,Severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency
329242,Congenital chronic diarrhea with protein-losing enteropathy
329235,X-linked central congenital hypothyroidism with late-onset testicular enlargement
329173,Autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis
329,Congenital factor XI deficiency
1243,Best vitelliform macular dystrophy
325524,Classic congenital lipoid adrenal hyperplasia due to STAR deficency
325448,Leydig cell hypoplasia due to LHB deficiency
325529,Non-classic congenital lipoid adrenal hyperplasia due to STAR deficency
324999,JMP syndrome
325004,CANDLE syndrome
324718,ABetaA21G amyloidosis
324713,"ABeta amyloidosis, Italian type"
324737,SRD5A3-CDG
324723,"ABeta amyloidosis, Arctic type"
324708,"ABeta amyloidosis, Iowa type"
324703,ABetaL34V amyloidosis
324611,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to KIF5A mutation
324604,Classic multiminicore myopathy
324588,Familial dyskinesia and facial myokymia
324601,X-linked cleft palate and ankyloglossia
324581,Benign Samaritan congenital myopathy
324585,Autosomal dominant intermediate Charcot-Marie-Tooth disease with neuropathic pain
324569,Pontocerebellar hypoplasia type 8
324575,Hyperinsulinism due to HNF1A deficiency
324561,Hypopigmentation-punctate palmoplantar keratoderma syndrome
324530,Autoinflammation-PLCG2-associated antibody deficiency-immune dysregulation
324535,Combined oxidative phosphorylation defect type 11
324525,Hypertrophic cardiomyopathy and renal tubular disease due to mitochondrial DNA mutation
324442,Autosomal recessive axonal neuropathy with neuromyotonia
324422,ALG13-CDG
324410,X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome
324321,Sinoatrial node dysfunction and deafness
324299,Multiple paragangliomas associated with polycythemia
324294,T-cell immunodeficiency with epidermodysplasia verruciformis
324290,Early-onset Lafora body disease
324262,Autosomal recessive congenital cerebellar ataxia due to MGLUR1 deficiency
320360,MT-ATP6-related mitochondrial spastic paraplegia
320355,Autosomal dominant spastic paraplegia type 41
320370,Autosomal recessive spastic paraplegia type 43
320365,Autosomal dominant spastic paraplegia type 36
320380,Autosomal recessive spastic paraplegia type 54
320375,Autosomal recessive spastic paraplegia type 55
320391,Autosomal recessive spastic paraplegia type 46
320385,Hereditary sensory and autonomic neuropathy due to TECPR2 mutation
320401,Autosomal recessive spastic paraplegia type 44
320396,Autosomal recessive spastic paraplegia type 45
320411,Autosomal recessive spastic paraplegia type 56
320406,Spastic paraplegia-optic atrophy-neuropathy syndrome
319547,Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency
319519,Combined oxidative phosphorylation defect type 14
319524,Combined oxidative phosphorylation defect type 15
319509,Combined oxidative phosphorylation defect type 9
319514,Combined oxidative phosphorylation defect type 13
319589,Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency
319595,Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency
319574,Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency
319581,Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency
319563,Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency
319569,Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency
319552,Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency
319558,Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency
319651,Constitutional megaloblastic anemia with severe neurologic disease
319646,PGM1-CDG
319640,Retinal macular dystrophy type 2
319635,Amyloidosis cutis dyschromia
319623,X-linked mendelian susceptibility to mycobacterial diseases due to CYBB deficiency
319612,X-linked mendelian susceptibility to mycobacterial diseases due to IKBKG deficiency
319600,Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency
319678,Encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome
319675,"Microcephalic primordial dwarfism, Dauber type"
319671,"Microcephalic primordial dwarfism, Alazami type"
319269,Susceptibility/resistance to HIV infection
319276,Clear cell renal carcinoma
319298,Papillary renal cell carcinoma
319303,Chromophobe renal cell carcinoma
319308,MiT family translocation renal cell carcinoma
319332,Autosomal recessive myogenic arthrogryposis multiplex congenita
319340,Carney complex-trismus-pseudocamptodactyly syndrome
319487,Familial papillary or follicular thyroid carcinoma
319480,Acute myeloid leukemia with CEBPA somatic mutations
319504,Combined oxidative phosphorylation defect type 8
319465,Inherited acute myeloid leukemia
319462,Inherited cancer-predisposing syndrome due to biallelic BRCA2 mutations
319199,Autosomal recessive spastic paraplegia type 53
319160,Congenital myopathy with internal nuclei and atypical cores
319189,Familial cortical myoclonus
319182,Wiedemann-Steiner syndrome
317428,Combined immunodeficiency due to ORAI1 deficiency
317425,Severe combined immunodeficiency due to DNA-PKcs deficiency
317430,Combined immunodeficiency due to STIM1 deficiency
317473,Pancytopenia due to IKZF1 mutations
317476,"X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia"
315311,"Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form"
315306,"Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, salt wasting form"
314978,X-linked non progressive cerebellar ataxia
314950,Primary hypereosinophilic syndrome
314918,Mild Canavan disease
314911,Severe Canavan disease
314679,Cerebrofacioarticular syndrome
314667,TMEM165-CDG
